College Name,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Facilities,City,State,Country,College Type,Average Fees,Matched Courses
Pravin Patil College of Diploma Engineering and Technology,Co-Ed,,1594.0,26.0,2002.0,2.2,,"Gym, Library, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories",Thane,Maharashtra,India,Private,133000.0,"['Civil Engineering', 'Civil Engineering', 'Computer Engineering', 'Computer Engineering', 'Computer Technology', 'Electrical Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering', 'Mechanical Engineering']"
Loknete Gopalraoji Gulve Polytechnic,Co-Ed,,535.0,25.0,2010.0,2.4,,"Library, Sports, IT Infrastructure, Transport, Laboratories",Vilholi,Maharashtra,India,Private,103000.0,"['Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Shree Jaywantrao Bhosale Polytechnic,Co-Ed,,260.0,41.0,2010.0,2.1,,"Boys Hostel, Girls Hostel, Library, IT Infrastructure, Transport, Laboratories",Ambak,Maharashtra,India,Private,90000.0,"['Civil Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Computer Engineering', 'Electronics Engineering']"
Kamptee Polytechnic,Co-Ed,5 Acres,390.0,58.0,1986.0,2.5,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Swimming Pool, Convenience Store",Yerkheda,Maharashtra,India,Private,120000.0,"['Civil Engineering', 'Computer Technology', 'Electrical Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering']"
YB Patil Polytechnic,Co-Ed,,,25.0,1984.0,2.5,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations",Pimpri-Chinchwad,Maharashtra,India,Private,165000.0,"['Civil Engineering', 'Computer Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Shree Santkrupa Institute of Engineering and Technology,Co-Ed,,208.0,22.0,2017.0,2.9,"Dr Babasaheb Ambedkar Technological University, Lonere","Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations",Karad,Maharashtra,India,Private,189000.0,"['Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Mechanical Engineering']"
Dr JJ Magdum Polytechnic,Co-Ed,0 Acres,150.0,19.0,1984.0,2.1,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, IT Infrastructure, Transport, Laboratories, Alumni Associations",Jaysingpur,Maharashtra,India,Private,163000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electronics Engineering']"
Rambhau Lingade Polytechnic College,Co-Ed,,50.0,36.0,2009.0,2.2,,"Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Laboratories, Parking Facility, Guest Room",Buldana,Maharashtra,India,Private,89700.0,"['Civil Engineering', 'Computer Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Shreeyash Polytechnic,Co-Ed,,,56.0,,2.4,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories",Aurangabad,Maharashtra,India,Private,150000.0,"['Civil Engineering', 'Mechanical Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering']"
SPIT Polytechnic,Co-Ed,5 Acres,311.0,26.0,2009.0,2.1,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations",Kurund,Maharashtra,India,Private,90510.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electronics Engineering']"
Gourishankar Polytechnic,Co-Ed,,372.0,44.0,2007.0,2.1,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations",Satara,Maharashtra,India,Private,123000.0,"['Civil Engineering', 'Computer Engineering', 'Mechanical Engineering', 'Automobile Engineering', 'Electronics Engineering', 'Information Technology']"
Dr Panjabrao Deshmukh Polytechnic,Co-Ed,,,16.0,1956.0,2.2,,"Boys Hostel, Girls Hostel, Library, IT Infrastructure, Laboratories",Amravati,Maharashtra,India,Private,67405.0,"['Civil Engineering', 'Information Technology', 'Computer Engineering', 'Computer Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Civil Engineering', 'Computer Engineering', 'Electronics Engineering', 'Information Technology']"
Adarsh Polytechnic,Co-Ed,,,26.0,,2.3,,"Library, Wifi, IT Infrastructure, Transport",Dhule,Maharashtra,India,Private,120000.0,"['Civil Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Rajiv Gandhi Polytechnic,Co-Ed,,212.0,36.0,2009.0,2.2,,"Library, Sports, IT Infrastructure, Laboratories",Udgir,Maharashtra,India,Private,132000.0,"['Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
DE Society's Technical Institute,Co-Ed,,110.0,3.0,1937.0,3.1,,"Library, Sports, IT Infrastructure, Laboratories, Alumni Associations",Pune,Maharashtra,India,Private,34770.0,['Surface Coating Technology']
AG Patil Polytechnic Institute,Co-Ed,15 Acres,707.0,57.0,2008.0,2.3,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Parking Facility",Solapur,Maharashtra,India,Private,157800.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electronics Engineering', 'Information Technology']"
Dr DY Patil College of Polytechnic,Co-Ed,,610.0,28.0,1999.0,2.2,,"Library, Sports, IT Infrastructure, Transport, Laboratories",Kolhapur,Maharashtra,India,Private,146000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electronics Engineering']"
Aditya Polytechnic,Co-Ed,15 Acres,109.0,28.0,2013.0,2.4,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations",Lanja,Maharashtra,India,Private,75000.0,"['Civil Engineering', 'Computer Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Anjuman Polytechnic,Co-Ed,4 Acres,,45.0,1983.0,2.2,,"Gym, Library, Sports, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations",Nagpur,Maharashtra,India,Private,138000.0,"['Civil Engineering', 'Mechanical Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering']"
DY Patil College of Engineering and Polytechnic,Co-Ed,,577.0,39.0,2011.0,2.4,,"Boys Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Alumni Associations, Guest Room, Banks Facilities",Talsande,Maharashtra,India,Private,138000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering']"
Dr Rajesh Ramdasji Kambe Polytechnic,Co-Ed,,,,,2.4,,"Boys Hostel, Girls Hostel, Gym, Sports, Cafeteria, Wifi, IT Infrastructure, Transport, Laboratories",Murtizapur,Maharashtra,India,Private,150000.0,"['Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Government Polytechnic,Co-Ed,13 Acres,1162.0,45.0,1985.0,2.1,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, IT Infrastructure, Laboratories, Alumni Associations, Parking Facility, Guest Room",Kubhephal,Maharashtra,India,Public/Government,23250.0,"['Civil Engineering', 'Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Chemical Engineering']"
Jayawantrao Sawant Polytechnic,Co-Ed,20 Acres,1593.0,132.0,2010.0,2.3,,"Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,205000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electronics Engineering', 'Information Technology']"
Karmayogi Polytechnic College,Co-Ed,,836.0,62.0,2008.0,2.3,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations",Shelve,Maharashtra,India,Private,177000.0,"['Automobile Engineering', 'Civil Engineering', 'Computer Technology', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
GM Chaudhari Polytechnic,Co-Ed,250 Acres,822.0,28.0,1969.0,2.5,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories",Nandurbar,Maharashtra,India,Private,123000.0,"['Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Electronics Engineering']"
Rajarshi Shahu Polytechnic,Co-Ed,,,42.0,,2.0,,"Girls Hostel, Library, IT Infrastructure, Laboratories",Nashik,Maharashtra,India,Private,96190.0,"['Civil Engineering', 'Computer Technology', 'Electrical Engineering', 'Information Technology', 'Mechanical Engineering']"
SB Patil Polytechnic,Co-Ed,,433.0,24.0,2009.0,2.4,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Banks Facilities",Vangali,Maharashtra,India,Private,106000.0,"['Civil Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Automobile Engineering', 'Computer Engineering', 'Electronics Engineering']"
Shri Laxmanrao Mankar College of Polytechnic,Co-Ed,,323.0,,2009.0,2.1,,"Boys Hostel, Library, Sports, IT Infrastructure, Laboratories",Amgaon,Maharashtra,India,Private,140000.0,"['Civil Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Electronics Engineering']"
Shri Prince Shivaji Maratha Boarding House's New Polytechnic,Co-Ed,,1504.0,50.0,1983.0,2.5,,"Boys Hostel, Girls Hostel, Library, Sports, IT Infrastructure, Transport, Laboratories, Alumni Associations",Kolhapur,Maharashtra,India,Private,164000.0,"['Automobile Engineering', 'Civil Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'Electronics Engineering']"
Smt Premalatai Chavan Polytechnic,Co-Ed,2 Acres,326.0,19.0,1983.0,2.2,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Wifi, IT Infrastructure, Transport, Laboratories",Karad,Maharashtra,India,Private,116000.0,"['Computer Engineering', 'Computer Technology', 'Electrical Engineering', 'Mechanical Engineering', 'Civil Engineering']"
Shri PD Patil College of Engineering,Co-Ed,,,,2006.0,2.7,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon","Library, IT Infrastructure, Laboratories",Paldhi,Maharashtra,India,Private,198000.0,"['Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Navneet Bahuuddeshya Sanstha,Co-Ed,,320.0,45.0,2010.0,2.7,,"Boys Hostel, Girls Hostel, Library, Cafeteria, Wifi, IT Infrastructure, Laboratories",Wardha,Maharashtra,India,Private,132000.0,"['Chemical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Mechanical Engineering']"
Manajiraje Bhosale Technical Campus,Co-Ed,,,,2000.0,3.0,"Shivaji University, Kolhapur","Library, Cafeteria, Medical/Hospital, IT Infrastructure",Uran Islampur,Maharashtra,India,Private,190800.0,"['Mechanical Engineering', 'Civil Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Electrical Engineering', 'Mechanical Engineering']"
KDGM's Dr Uttamrao Mahajan Institute of Engineering and Technology,,,,34.0,,2.9,,"Boys Hostel, Library, Sports, Laboratories",Chalisgaon,Maharashtra,India,Private,81000.0,"['Civil Engineering', 'Computer Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Automobile Engineering']"
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Co-Ed,,23.0,4.0,2008.0,2.9,"Dr Babasaheb Ambedkar Technological University, Lonere","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room, Banks Facilities",Satara,Maharashtra,India,Private,218562.5,"['Electronics Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Information Technology', 'Computer Science and Engineering']"
Manoharbhai Patel Institute of Engineering and Technology,Co-Ed,60 Acres,597.0,24.0,2010.0,2.9,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations",Shahapur,Maharashtra,India,Private,218000.00000000003,"['Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Vishweshwarayya Abhiyantriki Padvika Mahavidyalaya,Co-Ed,27 Acres,953.0,54.0,2008.0,2.8,,"Boys Hostel, Library, IT Infrastructure, Laboratories",Almala,Maharashtra,India,Private,127000.0,"['Civil Engineering', 'Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Electronics Engineering']"
KK Wagh Polytechnic,Co-Ed,7 Acres,398.0,89.0,2009.0,2.4,,"Boys Hostel, Girls Hostel, Library, Sports, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Chandori,Maharashtra,India,Private,120000.0,"['Computer Technology', 'Chemical Engineering', 'Civil Engineering', 'Computer Technology', 'Electrical Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering', 'Mechanical Engineering']"
Devi Mahalaxmi Polytechnic College,Co-Ed,,345.0,,2013.0,2.4,,"Library, Sports, IT Infrastructure, Laboratories",Thane,Maharashtra,India,Private,139000.0,"['Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Information Technology']"
Shankarrao Dhawad Polytechnic,Co-Ed,,,4.0,1994.0,2.5,,"Gym, Library, Sports, Medical/Hospital, IT Infrastructure, Laboratories, Parking Facility",Nagpur,Maharashtra,India,Private,124000.0,"['Electrical Engineering', 'Mechanical Engineering', 'Computer Technology', 'Electronics Engineering', 'Information Technology']"
Sahyadri Polytechnic,Co-Ed,7 Acres,,74.0,1998.0,2.3,,"Boys Hostel, Girls Hostel, Library, Cafeteria, Auditorium, IT Infrastructure, Laboratories",Dhankawadi,Maharashtra,India,Private,75000.0,"['Mechanical Engineering', 'Civil Engineering', 'Civil Engineering', 'Computer Engineering', 'Electronics Engineering', 'Information Technology']"
OM Polytechnic,Co-Ed,,,15.0,2005.0,2.4,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, IT Infrastructure",Wardha,Maharashtra,India,Private,156000.0,"['Computer Technology', 'Electrical Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
YD Mane Institute of Technology,Co-Ed,,423.0,41.0,1960.0,2.9,,"Boys Hostel, Girls Hostel, Library, Auditorium, Medical/Hospital, IT Infrastructure, Transport",Kagal,Maharashtra,India,Private,154000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Automobile Engineering']"
Shri Sai Polytechnic College,Co-Ed,,736.0,49.0,1994.0,2.4,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room",Chandrapur,Maharashtra,India,Private,139000.0,"['Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Electrical Engineering', 'Mechanical Engineering']"
Sau Shantidevi Chavan Institute of Engineering And Technology Polytechnic,Co-Ed,10 Acres,370.0,37.0,2008.0,2.2,,"Boys Hostel, Girls Hostel, Library, Sports, IT Infrastructure, Transport, Laboratories",Ranjangaon,Maharashtra,India,Private,67170.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electronics Engineering']"
Brahma Valley College of Technical Education,Co-Ed,35 Acres,,73.0,2006.0,2.8,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Nashik,Maharashtra,India,Private,173000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Technology', 'Electrical Engineering', 'Electronics Engineering']"
Shatabdi Institute of Technology,Co-Ed,,590.0,46.0,2010.0,2.9,,"Boys Hostel, Girls Hostel, Library, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories",Shenit,Maharashtra,India,Private,112000.00000000004,"['Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Vidarbha Youth Welfare Society's Polytechnic,Co-Ed,20 Acres,906.0,19.0,1985.0,2.1,,"Library, Sports, Auditorium, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Banks Facilities",Mhasala,Maharashtra,India,Private,125000.0,"['Civil Engineering', 'Civil Engineering', 'Computer Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Mechanical Engineering']"
Santosh N Darade Polytechnic,Co-Ed,,1120.0,86.0,2002.0,2.3,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Convenience Store",Bhatgaon,Maharashtra,India,Private,150000.0,"['Civil Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Computer Engineering', 'Electronics Engineering']"
